shared-library,"/System/Library/Frameworks/NetFS.framework/Versions/A/NetFS",0x7fff92f94ce0,0x7fff92f9aa53
shared-library,"/System/Library/PrivateFrameworks/NetAuth.framework/Versions/A/NetAuth",0x7fff94ab2da0,0x7fff94abc3ab
shared-library,"/System/Library/PrivateFrameworks/login.framework/Versions/A/Frameworks/loginsupport.framework/Versions/A/loginsupport",0x7fff920bf0ec,0x7fff920c074c
shared-library,"/System/Library/PrivateFrameworks/DataDetectorsCore.framework/Versions/A/DataDetectorsCore",0x7fff8f53eeb0,0x7fff8f58f17d
shared-library,"/System/Library/PrivateFrameworks/TCC.framework/Versions/A/TCC",0x7fff88756050,0x7fff88759539
shared-library,"/usr/lib/libmecabra.dylib",0x7fff8826af00,0x7fff884848e6
shared-library,"/usr/lib/libextension.dylib",0x7fff96608fe0,0x7fff9661b46f
shared-library,"/usr/lib/libarchive.2.dylib",0x7fff90870c4c,0x7fff9089654e
shared-library,"/usr/lib/liblangid.dylib",0x7fff918b9470,0x7fff918b9d1e
shared-library,"/usr/lib/libCRFSuite.dylib",0x7fff90f5e9c0,0x7fff90f76c48
shared-library,"/usr/lib/liblzma.5.dylib",0x7fff88ac7acc,0x7fff88adb818
shared-library,"/System/Library/PrivateFrameworks/LanguageModeling.framework/Versions/A/LanguageModeling",0x7fff94139f40,0x7fff94187e06
shared-library,"/usr/lib/libcmph.dylib",0x7fff9161f238,0x7fff9162d830
shared-library,"/usr/lib/libiconv.2.dylib",0x7fff90657ff0,0x7fff9066d05d
shared-library,"/System/Library/Frameworks/CoreData.framework/Versions/A/CoreData",0x7fff916390e0,0x7fff91840661
shared-library,"/System/Library/Frameworks/OpenDirectory.framework/Versions/A/Frameworks/CFOpenDirectory.framework/Versions/A/CFOpenDirectory",0x7fff9074add0,0x7fff9075d32e
shared-library,"/System/Library/Frameworks/ServiceManagement.framework/Versions/A/ServiceManagement",0x7fff92f89440,0x7fff92f8b576
shared-library,"/usr/lib/libxslt.1.dylib",0x7fff8f5fde64,0x7fff8f61f00e
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vImage.framework/Versions/A/vImage",0x7fff93cc3040,0x7fff9407052f
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/vecLib",0x7fff88f21000,0x7fff88f21000
shared-library,"/System/Library/Frameworks/Accelerate.framework/Versions/A/Frameworks/vecLib.framework/Versions/A/libvDSP.dylib",0x7fff931b5880,0x7fff932ba68b
